gene_name	symbol	chrom	strand	len	reads	RPKM
NM_177327	Wwp1	chr4	-	5070	783	5.54397723759
NM_177326	Pak2	chr16	-	4099	6771	59.2983393669
NM_177325	Tsr1	chr11	+	3385	1584	16.7982538537
NM_177324	Sbf2	chr7	-	7163	40	0.200462284773
NM_177323	Rint1	chr5	+	3265	485	5.33244259362
NM_177322	Agtr1a	chr13	+	2284	0	0.0
NM_177321	Mia2	chr12	+	1628	1	0.0220502356546
NM_177320	Pik3r5	chr11	+	4363	2049	16.8587115952
NM_177328	Grm7	chr6	+	4181	0	0.0
NM_001164244	Prpsap2	chr11	-	1718	786	16.4235494444
NM_001164242	Prpsap2	chr11	-	1771	818	16.5806815484
NM_001164243	Prpsap2	chr11	-	1814	799	15.8116478131
NM_001164248	Tpm1	chr9	-	1210	280	8.30692514116
NM_001164249	Tpm1	chr9	-	1702	701	14.7851623594
NM_001167910	Mbtps1	chr8	-	4225	3787	32.1763092701
NM_001167913	Smok2b	chr17	+	1584	0	0.0
NM_001167914	Atxn3	chr12	-	1002	236	8.45496700637
NM_001008785	Kbtbd8	chr6	+	4700	320	2.44410441843
NM_001167918	D830031N03Rik	chr4	-	8311	316	1.36490189292
NM_001253803	Gm5480	chr16	+	369	0	0.0
NM_001161540	Islr2	chr9	-	3990	9	0.0809724443136
NM_001161541	Islr2	chr9	-	3881	9	0.0832465995391
NM_001164790	Scg3	chr9	-	2192	0	0.0
NM_001164791	B230120H23Rik	chr2	+	6689	6	0.0322001348295
NM_001164797	Hephl1	chr9	-	5261	0	0.0
NM_001161548	Tmem184a	chr5	-	2039	0	0.0
NM_001164798	Slc38a10	chr11	-	4589	3240	25.3451338008
NM_001164799	Slc38a10	chr11	-	4568	3239	25.4537918626
NM_001177890	Cacna1g	chr11	-	8082	0	0.0
NM_001177897	9830107B12Rik	chr17	-	3583	7	0.0701324268825
NM_001177896	9830107B12Rik	chr17	-	3730	7	0.0673684947775
NM_001177899	Skap1	chr11	+	2142	4998	83.7614951733
NM_001177898	Skap1	chr11	+	2033	4573	80.7479412749
NM_172919	Zfp846	chr9	+	2755	224	2.91873086629
NM_172918	Zfp317	chr9	+	4025	1977	17.6322778305
NM_172913	Tox3	chr8	-	3193	0	0.0
NM_172912	Abcc12	chr8	-	4511	0	0.0
NM_172911	D8Ertd82e	chr8	+	4780	849	6.37598709523
NM_172910	Dlgap2	chr8	+	4509	0	0.0
NM_172916	Hydin	chr8	+	15783	0	0.0
NM_172914	Ccdc113	chr8	+	1271	0	0.0
NM_010587	Itsn1	chr16	+	13976	27	0.0693503261616
NM_010586	Itpr2	chr6	-	8232	5830	25.4232359882
NM_010585	Itpr1	chr6	+	9877	4047	14.7087506747
NM_010584	Itln1	chr1	-	1139	0	0.0
NM_010583	Itk	chr11	-	4272	12344	103.727116414
NM_001011721	Olfr102	chr17	-	1027	0	0.0
NM_010581	Cd47	chr16	+	1914	3206	60.1297253752
NM_010580	Itgb5	chr16	+	3253	45	0.496587846313
NM_010589	Jak3	chr8	+	3934	4908	44.7855419759
NM_010588	Jag2	chr12	-	4054	57	0.504729567786
NR_033197	4933427E11Rik	chr15	+	1214	1	0.0295698382584
NM_001013384	Podnl1	chr8	+	2080	575	9.92366615206
NM_001013385	Grm4	chr17	-	2975	0	0.0
NM_001013386	Rasl10b	chr11	+	3481	3	0.0309374751328
NM_001013387	Zfp182	chrX	-	5920	1023	6.20328254553
NM_001195767	Gm6772	chr12	+	1949	0	0.0
NM_001013381	Rsad1	chr11	-	4151	178	1.53934124041
NM_001013382	Lrrc52	chr1	-	1137	0	0.0
NM_001013389	Mrs2	chr13	-	2035	682	12.0306085732
NM_011426	Siglec1	chr2	-	6387	4	0.022481780896
NR_030526	Mir615	chr15	+	92	0	0.0
NM_011425	Sstr5	chr17	-	2733	0	0.0
NR_030524	Mir490	chr6	+	84	0	0.0
NR_030525	Mir676	chrX	+	89	0	0.0
NR_030529	Mir804	chr11	-	95	0	0.0
NM_001002786	Rab44	chr17	+	4105	0	0.0
NM_001002787	Ccin	chr4	+	2030	4	0.0707345490556
NM_023565	Cse1l	chr2	+	3604	1679	16.7237454887
NM_023564	Plscr3	chr11	+	2785	363	4.67895707842
